number_of_features,cross_validation_score
1,0.6674370860740211
2,0.6484881781559715
3,0.6246761012164834
4,0.5879714276974413
5,0.5488199140963314
6,0.5467488269225729
7,0.5330037233350331
8,0.10882786308837096
9,0.09043062532450277
10,0.070325431304287
11,0.07730145138192741
12,0.03879998320517397
13,0.018439805940530407
14,0.06696371009709012
15,0.09246517960410613
16,0.08394091544695045
17,0.0985452496668274
18,0.12705090966191088
19,0.13190077230661562
20,0.1429454649548581
21,0.14539247422822754
22,0.15616193086755975
23,0.16877428537259523
24,0.14620252290692184
25,0.04219786275118773
26,-0.06448301447522065
27,-0.06555946870206233
28,-0.04873101218673268
29,-0.06694849292842084
30,-0.0648689496720718
31,-0.0815517824665016
32,-0.17455843753265604
33,-0.16973030617793686
34,-0.15393200714066038
35,-0.13846127645217904
36,-0.11707273032090018
37,-0.11393088075115361
38,-0.10501468903960069
39,-0.12200895784273329
40,-0.11349281712638323
41,-0.2675129592983666
42,-0.2712270060685611
43,-0.4295789658700483
44,-0.413419860643796
45,-0.39303259045676464
46,-0.3800961237111726
47,-0.3762096672130764
48,-0.3659821143442314
49,-0.35516187273592104
50,-0.3523080359030417
51,-0.22244392234833493
52,-0.21419928687396944
53,-0.2088880097172984
54,-0.18401403136408961
55,-0.16128856104676062
56,-0.17189859815588754
57,-0.15573222416660487
58,-0.1636984522222762
59,-0.12737971227227954
60,-0.13904409107896423
61,-0.12915035567428804
62,-0.12929414284505908
63,-0.20886357696653696
64,-0.21664629441056232
65,-0.21150062577764928
66,-0.22050630476139776
67,-0.1630489046021195
68,-0.16706289195440704
69,-0.08639677878277548
70,-0.08676034110002906
71,-0.07755039954751244
72,-0.07768925945053726
73,-0.06885086188142853
74,-0.061817407460587656
75,-0.06509404482899314
76,-0.06396326223612178
77,-0.06055187961536266
78,0.19183024868127746
79,0.2093164918944337
80,0.195316670257285
81,0.2142483444335273
82,0.1998840955584603
83,0.21361211196071048
84,0.21049965128841858
85,0.21940619567861494
86,0.21493252611234298
87,0.2134764870356161
88,0.2042669484757944
89,0.20748161288882744
90,0.20513611370296242
91,0.20394641960360663
92,0.04696330084237062
93,0.047471710097427386
94,0.03987212694987079
95,0.017628500691471684
96,0.024779309365464373
97,0.024829939444314685
98,0.016678973052534428
99,0.019327826657931
100,0.025117441367930572
101,0.024890447173903586
102,0.012151754311936625
103,0.013208174173520427
104,0.030225172553845603
105,0.03204369675132233
106,0.036986610067028323
107,0.021493073902103355
108,0.018470300824132167
109,0.02392564061753095
110,0.028374700690179156
111,0.024084952007429196
112,0.03022791837553056
113,0.029212113405412143
114,0.02940718463743197
115,0.034643757050263124
116,0.030010845333482018
117,0.03352283591403573
118,0.03295451635313205
119,0.02584406200230318
120,0.03287555550422776
121,0.032814058243374154
122,0.034910542276196124
123,0.029506498257672042
124,0.041283188152714964
125,0.02851030331078217
126,0.031133939383209342
127,0.03481205335984568
128,0.03715820079201513
129,0.03806764138681924
130,0.03269116228230371
131,0.029690344283169877
132,0.023328883088454332
133,0.02927912072962906
134,0.03031810368585308
135,0.03561974916914967
136,0.02557916275846952
137,0.029619759276698954
138,0.027749562550101192
139,0.030292243032851652
140,0.02636908093398933
141,0.030925411713292127
142,0.03161606014462839
143,-0.013060423594555549
144,-0.007828123526328844
145,-0.08922226984392304
146,-0.1523457278474652
147,-0.15125556809830237
148,-0.15492924351687581
149,-0.15380336774471998
150,-1.5296252946973474
151,-1.5197999825516428
152,-1.5563681102728635
153,-1.5594540410181754
154,-1.5611492005817091
155,-1.5606744693359385
156,-1.5561380563988947
157,-1.5572385897798835
158,-1.572559423569736
159,-1.5776178439878854
160,-1.5853044716857974
161,-1.602490767382302
162,-1.6029204772814711
163,-1.605138876424051
164,-1.5987825980279882
165,-1.5939907351930585
166,-1.5919865545734848
167,-1.602294751958701
168,-1.5442028618665056
169,-1.5382838703186483
170,-1.5418226218574766
171,-1.5326807608097197
172,-1.5336663819629792
173,-1.5302472150567732
174,-1.5276285805991523
175,-1.5271053545400581
176,-1.5296660969041578
177,-1.5337411541273211
178,-1.5264950797912442
179,-1.5308908713873293
180,-1.5256961267161284
181,-1.5767185194073368
182,-1.5693193029323655
183,-1.5702985016525275
184,-1.5707361977120387
185,-1.5698304972281703
186,-1.570977167401869
187,-1.5695992138844306
188,-1.572166250850369
189,-1.5612439836033931
190,-1.5849458664730516
191,-1.5868387171017133
192,-1.590345831349307
193,-1.586325296127556
194,-1.593509384644096
195,-1.596608665276746
196,-1.5969898652027614
197,-1.597832215877377
198,-1.594825578949199
199,-1.5966218486507793
200,-1.5947047882032093
201,-1.5922378676475604
202,-1.5921557421671897
203,-1.5945752579262076
204,-1.5950257286565728
205,-1.583561568003065
206,-1.5734000504228816
207,-1.573158605611456
208,-1.5765103128609468
209,-1.583215989854942
210,-1.5782196488712192
211,-1.5837617125923857
212,-1.5794809748360414
213,-1.5840129069596882
214,-1.579361631288217
215,-1.5754586659143297
216,-1.5736144759512762
217,-1.5748919704144448
218,-1.5716990622890394
219,-1.5729394772973961
220,-1.5938210179870924
221,-1.5976102612996335
222,-1.5970752619502266
223,-1.6033757107770856
224,-1.6027211743801453
225,-1.5986851111317368
226,-1.5988708610027484
227,-1.6004257088278326
228,-1.6011970575292154
229,-1.5987735811621124
230,-1.5911358275549703
231,-1.5862547538073712
232,-1.5936568953534198
233,-1.5931261003351829
234,-1.5960791044638536
235,-1.588691313599525
236,-1.5925519942890536
237,-1.591760873900856
238,-1.585431995324989
239,-1.6000075475005597
240,-1.6060929160830564
241,-1.6128293524915793
242,-1.6135607384884918
243,-1.614418599763455
244,-1.6041055530913044
245,-1.602617340124717
246,-1.6048882921015508
247,-1.5985725927430892
248,-1.611820543350157
249,-1.6001165890439601
250,-1.6058624273964899
251,-1.606571956805538
252,-1.6043908892291259
253,-1.5959808196277794
254,-1.6031386447009364
255,-1.597434337999225
256,-1.6003117656258408
257,-1.5985246050090143
258,-1.6043203630144152
259,-1.6028151511479192
260,-1.6070627386577065
261,-1.6010937189018422
262,-1.6001007822081803
263,-1.6025877136227238
264,-1.598358374991979
265,-1.5994172313184098
266,-1.5979550164599914
267,-1.5967876411450965
268,-1.5935803743105452
269,-1.5959906922442526
270,-1.5945860429839789
271,-1.592963436667835
272,-1.5874269061828743
273,-1.5911376098964527
274,-1.5941475558134406
275,-1.5845513266201339
276,-1.5861078389144403
277,-1.590620065284117
278,-1.5874696493236877
279,-1.5819765570497175
280,-1.5889497421664385
281,-1.5824659700516084
282,-1.5413409237400124
283,-1.5429977589871373
284,-1.548119159851317
285,-1.5412618594564622
286,-1.5452253432025311
287,-1.542468577023626
288,-1.5459100473605951
289,-1.5382947412618324
290,-1.543533771636617
291,-1.5369355481971128
292,-1.537580688288108
293,-1.5325400760586654
294,-1.5423391707495253
295,-1.5338776466344946
296,-1.5291365745418886
297,-1.5367354222525587
298,-1.537910630850686
299,-1.5326939913382767
300,-1.537695041758524
301,-1.5377295443090542
302,-1.5496351159605104
303,-1.5365637837942028
304,-1.530788738195037
305,-1.5295681101847616
306,-1.535745444830156
307,-1.5345800130006584
308,-1.5387822290004112
309,-1.529683423363573
310,-1.5372180718676431
311,-1.5352979481063258
312,-1.5295394274700984
313,-1.5292765920618505
314,-1.5329835859913516
315,-1.532250497180282
316,-1.5296551982628679
317,-1.524424338505637
318,-1.527597242681431
319,-1.5267776563114457
320,-1.5287985389346936
321,-1.529373756344877
322,-1.5232018382143628
323,-1.5678005181782768
324,-1.5680417011161851
325,-1.5807906166497219
326,-1.5616298459307372
327,-1.5685181419764458
328,-1.5656936736938145
329,-1.5570958882769579
330,-1.552485758043589
331,-1.5594598926793468
332,-1.5582091088586139
333,-1.6782231612052292
334,-1.6863483180616163
335,-1.6801081758814156
336,-1.682701954809146
337,-1.6777937688365832
338,-1.6913920147960693
339,-1.6969457461755888
340,-1.6960893201679395
341,-1.6881984357835293
342,-1.6947439367142714
343,-1.6925415358423517
344,-1.6850835336839687
345,-1.6860258902157448
346,-1.6899350210753101
347,-1.6906274229032185
348,-1.689817610651771
349,-1.6882626625770822
350,-1.689119046327367
351,-1.6889675055316034
352,-1.6871158873906176
353,-1.6876298624875357
354,-1.684992818406796
355,-1.6870242809532088
356,-1.6819881723523864
357,-1.6854311719181965
358,-1.6773738677704848
359,-1.679963660249241
360,-1.6820881564674246
361,-1.6837826657321375
362,-1.6811780016373572
363,-1.678653896957647
364,-1.6790911163432714
365,-1.679331201430952
366,-1.6761338692203698
367,-1.6741829683007168
368,-1.6792328690529446
369,-1.6961201666237866
370,-1.6970199230682848
371,-1.6898683252569016
372,-1.6943428317367517
373,-1.6916013683298274
374,-1.687022470013535
375,-1.691414451991297
376,-1.6929496887915931
377,-1.6941525743597716
378,-1.6899660347625294
379,-1.691716814306411
380,-1.6895274673596012
381,-1.6936021986628091
382,-1.701945725553749
383,-1.6884903159241955
384,-1.6895475520034862
385,-1.7012630335060828
386,-1.7008134979893488
387,-1.692911636915089
388,-1.6912303626301355
389,-1.6929279718126407
390,-1.6945863820037936
391,-1.6960039249629084
392,-1.6964588898323936
393,-1.6988929184413997
394,-1.6947548801616221
395,-1.7028018740677187
396,-1.7012272311351275
397,-1.6964968190110121
398,-1.6939564101629014
399,-1.696371081809551
400,-1.6977066680622535
401,-1.6996474006982543
402,-1.7011044106528288
403,-1.6960915324979329
404,-1.6944893037791373
405,-1.6970819282607483
406,-1.699958831684676
407,-1.7052619513544585
408,-1.6946784620942115
409,-1.7013305095999773
410,-1.6976758785346018
411,-1.7134161662794658
412,-1.7130391341255766
413,-1.7050862814483623
414,-1.6994077715822595
415,-1.6973056203040897
416,-1.709882447128491
417,-1.7065434021017722
418,-1.7080228138896527
419,-1.7058468751599385
420,-1.7116450633134999
421,-1.7012020212023167
422,-1.7030496449637216
423,-1.7136233714206561
424,-1.7063709338755704
425,-1.7154392479826206
426,-1.704354072383594
427,-1.7091334822684172
428,-1.705625168671044
429,-1.7032866957185895
430,-1.7057547702390612
431,-1.7073587511975419
432,-1.7055925336895068
433,-1.7048021604979273
434,-1.697360643988981
435,-1.7097687044120087
436,-1.7135300245604719
437,-1.703044119803162
438,-1.7050179259414484
439,-1.7062884891230954
440,-1.701934630157248
441,-1.711710944040529
442,-1.6963487792988439
443,-1.702318242185079
444,-1.7002470206878826
445,-1.710438924384538
446,-1.7018602572806618
447,-1.7081754289034645
448,-1.6969343780818307
449,-1.7024118258063996
450,-1.7134809777706923
451,-1.6953650809960297
452,-1.706163052146819
453,-1.6941783300970248
454,-1.699240175481441
455,-1.6971050860465489
456,-1.6910735586496775
457,-1.6855719065306434
458,-1.6889218629437868
459,-1.678644817165782
460,-1.683730298766807
461,-1.709305750126799
462,-1.7022317309699226
463,-1.7027817070305258
464,-1.7279324969416443
465,-1.727021550534322
466,-1.7354148662721482
467,-1.7319265438485125
468,-1.724642155792223
469,-1.737827823502419
470,-1.74841242376672
471,-1.7688666099783674
472,-1.7505123092169868
473,-1.7691645822603
474,-1.7763507394896993
475,-1.7710767072738345
476,-1.7651889888416583
477,-1.7793771969808965
478,-1.7694609168194475
479,-1.7597235581109623
480,-1.768168843128271
481,-1.7734287446597292
482,-1.804324986490191
483,-1.7939063158255095
484,-1.8016273131037768
485,-1.7964232789418975
486,-1.8060666509814496
487,-1.8054816096898427
488,-1.805083085634288
489,-1.8013967057131546
490,-1.798863607045242
491,-1.8016554799500706
492,-1.8030445425074475
493,-1.7984336767026161
494,-1.7967899693630618
495,-1.7951878125620186
496,-1.8044327186245102
497,-1.7984858667540002
498,-1.8089077328192658
499,-1.8122366811077533
500,-1.815189946193757
501,-1.804177567904442
502,-1.8088601689242196
503,-1.8140002356806044
504,-1.8087687108772825
505,-1.8132454088032035
506,-1.8148042429026066
507,-1.8064957581872314
508,-1.8097256100174632
509,-1.8164551422735524
510,-1.8126271883577456
511,-1.806940467169119
512,-1.8131265748490837
513,-1.810013905807749
514,-1.8158481804215676
515,-1.808940115765386
516,-1.8088604654759588
517,-1.8136624247317623
518,-1.8078110222663883
519,-1.8201407696652034
520,-1.824608291510291
521,-1.8101781670580148
522,-1.8097093441654626
523,-1.8125792775407183
524,-1.8178271812017415
525,-1.816999991004295
526,-1.8124436780639421
527,-1.8145635910309479
528,-1.8177726671312064
529,-1.8122708916885375
530,-1.8077617547701164
531,-1.8190280377228163
532,-1.820011813500832
533,-1.8195242406816874
534,-1.8195790206324496
535,-1.8046688559734458
536,-1.8153940441102332
537,-1.812452614811749
538,-1.8202374825670777
539,-1.8171916446755858
540,-1.8212321352511691
541,-1.8176986022129307
542,-1.8178892541039704
543,-1.8111123755591572
544,-1.8189467008534694
545,-1.8195961347928833
546,-1.8081852486044254
547,-1.817564678052253
548,-1.8119690188909836
549,-1.8171029015130533
550,-1.8095110886317254
551,-1.810639461828186
552,-1.8190881840120323
553,-1.8119723480119905
554,-1.8215246148880602
555,-1.818519285626421
556,-1.8222013485200967
557,-1.8210896382495168
558,-1.8176299900970982
559,-1.8216248243787834
560,-1.813444705251739
561,-1.820009409128102
562,-1.822526916098025
563,-1.808827774600834
564,-1.8122611359061402
565,-1.820228891004295
566,-1.8128200085300623
567,-1.8149087639268138
568,-1.8144473054697372
569,-1.8174824627285076
570,-1.8219287358964817
571,-1.8182765314481635
572,-1.8122982512900443
573,-1.816390409552208
574,-1.8219934396302282
575,-1.8240920750391378
576,-1.8246296313856352
577,-1.830096871326759
578,-1.8153630187035112
579,-1.8155299259278201
580,-1.8210885840138011
581,-1.8137919835939678
582,-1.812964782027798
583,-1.8079908188133615
584,-1.8193035402597038
585,-1.8181543952114434
586,-1.824278052368959
587,-1.8220217289295313
588,-1.812620793138926
589,-1.8156109979606014
590,-1.8189463387170322
591,-1.8083152572570107
592,-1.81556418295678
593,-1.8110464674913687
594,-1.8173722006791606
595,-1.8169423124244204
596,-1.8210418758110734
597,-1.8095581376863472
598,-1.7987770872692888
599,-1.8247113868763267
600,-1.8165364074792318
601,-1.8129939168532423
602,-1.8116526360480627
603,-1.8100310965062234
604,-1.805221438997907
605,-1.8085919252718192
606,-1.8058051262134918
607,-1.813976306585469
608,-1.8192380056135473
609,-1.8220386146133336
610,-1.8092504040004027
611,-1.8268101669272323
612,-1.8223842614835444
613,-1.8234924636757612
614,-1.8309473382455117
615,-1.8213429754437562
616,-1.819698083088515
617,-1.8208153853231746
618,-1.8272957829065757
619,-1.8200878056585288
620,-1.8223249037935556
621,-1.8209029125398832
622,-1.8191988142579578
623,-1.8288113271794155
624,-1.8323356065329186
625,-1.8170219603688085
626,-1.822619032165239
627,-1.8223315168174405
628,-1.8134743187524252
629,-1.8250448877670036
630,-1.824672885248864
631,-1.8174027888326143
632,-1.8186538739502538
633,-1.8198830927427387
634,-1.8192096260767585
635,-1.8046660126567833
636,-1.821688341268598
637,-1.8158815302262863
638,-1.8168149233146516
639,-1.8274814818385081
640,-1.8227609662333415
641,-1.8284092925809663
642,-1.8204429291782596
643,-1.8238103893846052
644,-1.8190263334435302
645,-1.8244451471181637
646,-1.8224805343942916
647,-1.8183411479823068
648,-1.8230161898099921
649,-1.8231379275429656
650,-1.8299339046803182
651,-1.8113942216992502
652,-1.824760252220014
653,-1.8262441310530058
654,-1.81937561837248
655,-1.8253849974409917
656,-1.8207084639113291
657,-1.821193443132773
658,-1.8157186195514954
659,-1.8161540672274306
660,-1.8125407182151783
661,-1.826324740371038
662,-1.8237661459984635
663,-1.825340729283078
664,-1.8257521958141907
665,-1.8153226985615594
666,-1.820661312484064
667,-1.8208253651888875
668,-1.8148721224403406
669,-1.8281978692473193
670,-1.8209377060599699
671,-1.815919654939083
672,-1.8126978220739296
673,-1.8295375113729537
674,-1.8189042509960927
675,-1.8193731917549543
676,-1.8283277525208355
677,-1.8158921009394517
678,-1.833510437612554
679,-1.831120266794649
680,-1.8309471798783261
681,-1.821741364510342
682,-1.8196558229512454
683,-1.8091021564532412
684,-1.8222001215441055
685,-1.8256659632829777
686,-1.8247023429841582
687,-1.827146287379387
688,-1.8213232757296258
689,-1.8199157885718495
690,-1.8196377502169199
691,-1.827542327250033
692,-1.8300572430523032
693,-1.8230552152352257
694,-1.8255111174466774
695,-1.8201909452381848
696,-1.827835317432448
697,-1.8296037551769018
698,-1.814739737116533
699,-1.816855172820229
700,-1.8180145350498271
701,-1.8308659072463833
702,-1.8353721915978514
703,-1.815474527639178
704,-1.8306838615338208
705,-1.816916920569336
706,-1.8210375912457792
707,-1.8294297897082825
708,-1.8266178731883074
709,-1.8249685076862803
710,-1.8097820807679708
711,-1.8207428427683758
712,-1.8368174956790067
713,-1.8293980824822413
714,-1.8246520427991915
715,-1.8173371130427831
716,-1.8260561537051694
717,-1.8254667561891758
718,-1.8199461835052955
719,-1.8271180544051167
720,-1.82347400827905
721,-1.8242754876032516
722,-1.819732239115386
723,-1.826747635549621
724,-1.8328456751537452
725,-1.8287315886668167
726,-1.8178983073739226
727,-1.8211432900614124
728,-1.828255236195265
729,-1.8203458223353528
730,-1.8322096563925307
731,-1.833724520294077
732,-1.8279214515236546
733,-1.8259651144448559
734,-1.824673463947351
735,-1.8275622192829908
736,-1.8232541833160951
737,-1.8209326987669883
738,-1.8249819282418085
739,-1.8295629183553692
740,-1.8269980546592859
741,-1.8204292271956355
742,-1.8281883523011466
743,-1.8333812295419243
744,-1.8281411409086608
745,-1.8163148638030733
746,-1.8305071888864355
747,-1.8138574535530754
748,-1.8254674439849317
749,-1.8184422053191245
750,-1.830438259590352
751,-1.8151608977018192
752,-1.8161849831428387
753,-1.8204414584544721
754,-1.8267845580311324
755,-1.8256692710489404
756,-1.818815384215973
757,-1.8234382289075792
758,-1.821652130467779
759,-1.8330227623119264
760,-1.8188980875243554
761,-1.8204961947089537
762,-1.816589877695462
763,-1.8266941290820238
764,-1.823770376977582
765,-1.8231541529495612
766,-1.8302157157717562
767,-1.832658432118271
768,-1.8172177646770926
769,-1.8220322264972393
770,-1.8300869830709643
771,-1.8266362683236053
772,-1.8273409737923054
773,-1.8253284088684179
774,-1.825130891170939
775,-1.8300056614975346
776,-1.8183177424959251
777,-1.8248152393801544
778,-1.8225243950226708
779,-1.8208514624454661
780,-1.8220234783892404
781,-1.824814995411958
782,-1.8138073423961771
783,-1.8131903466897854
784,-1.818080682578635
785,-1.8215156046487428
786,-1.8182728644247703
787,-1.8229849330810048
788,-1.8170021206699396
789,-1.8297606637772503
790,-1.8260954848661424
791,-1.8423694699184803
792,-1.8229355895874815
793,-1.8150008411077234
794,-1.806601765637955
795,-1.834501844941628
796,-1.8225233593509294
797,-1.819540952963531
798,-1.8309710467514164
799,-1.8248555962432942
800,-1.815636871241915
801,-1.808893146916543
802,-1.8108279498295907
803,-1.8061026846908235
804,-1.8150791137795086
805,-1.8163568409221988
806,-1.813895589288561
807,-1.8183724067646225
808,-1.8178752535605274
809,-1.8333399291002697
810,-1.8285097526672476
811,-1.8261892269295792
812,-1.822632115941533
813,-1.8229137120898904
814,-1.8227714450183452
815,-1.8310564519738055
816,-1.8310504266531091
817,-1.8304541146931623
818,-1.8285167146025902
819,-1.834232453732718
820,-1.8241384784918147
821,-1.8252524469596327
822,-1.8268908758729272
823,-1.8272705532507842
824,-1.8292438932892998
825,-1.8330357172948961
826,-1.8172358631209566
827,-1.8352795586997632
828,-1.8386356782756645
829,-1.8340603565323685
830,-1.8312077036190524
831,-1.832395119869108
832,-1.8117479787412534
833,-1.8298665071850633
834,-1.8118781694787145
835,-1.8202109072554218
836,-1.8190153708914356
837,-1.8205178302354845
838,-1.8121337719390542
839,-1.8166839122901366
840,-1.8120386025408304
841,-1.8135822955862246
842,-1.8213214054272189
843,-1.8238998310406416
844,-1.8232110965221824
845,-1.819049916265934
846,-1.843530980616451
847,-1.8245539761106553
848,-1.8280950991566072
849,-1.8215946702849994
850,-1.817867974055717
